Index       TIME              V(IN)            V(IN1)            V(OUT)            V(VDD)            V(GATE)           V(OUT)            I(V_IN)          I(V_VDD)          I(R_LOAD)    
134      8.81514244e-10    8.00000000e-01    7.99999381e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -6.18548068e-10    0.00000000e+00    0.00000000e+00
135      8.91514244e-10    8.00000000e-01    8.00000085e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    8.49776574e-11    0.00000000e+00    0.00000000e+00
136      9.01514244e-10    8.00000000e-01    7.99999423e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -5.76772069e-10    0.00000000e+00    0.00000000e+00
137      9.11514244e-10    8.00000000e-01    8.00000046e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    4.56795008e-11    0.00000000e+00    0.00000000e+00
138      9.21514244e-10    8.00000000e-01    7.99999460e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -5.39810496e-10    0.00000000e+00    0.00000000e+00
139      9.31514244e-10    8.00000000e-01    8.00000011e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    1.09098759e-11    0.00000000e+00    0.00000000e+00
140      9.41514244e-10    8.00000000e-01    7.99999493e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -5.07108537e-10    0.00000000e+00    0.00000000e+00
141      9.51514244e-10    8.00000000e-01    7.99999980e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.98530837e-11    0.00000000e+00    0.00000000e+00
142      9.61514244e-10    8.00000000e-01    7.99999522e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -4.78175316e-10    0.00000000e+00    0.00000000e+00
143      9.71514244e-10    8.00000000e-01    7.99999953e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -4.70711048e-11    0.00000000e+00    0.00000000e+00
144      9.81514244e-10    8.00000000e-01    7.99999547e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -4.52576524e-10    0.00000000e+00    0.00000000e+00
145      9.91514244e-10    8.00000000e-01    7.99999929e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -7.11527050e-11    0.00000000e+00    0.00000000e+00
146      1.00151424e-09    8.00000000e-01    7.99999570e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -4.29927903e-10    0.00000000e+00    0.00000000e+00
147      1.01151424e-09    8.00000000e-01    7.99999908e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -9.24593244e-11    0.00000000e+00    0.00000000e+00
148      1.02151424e-09    8.00000000e-01    7.99999590e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -4.09889476e-10    0.00000000e+00    0.00000000e+00
149      1.03151424e-09    8.00000000e-01    7.99999889e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.11310751e-10    0.00000000e+00    0.00000000e+00
